Strain,Variety,Source_variety,Rep,Label,Tray,Slot,Location,Plantarea_3weeks_cm^2,Chloro_1,Chloro_2,Chloro_3,Chloro_4,Chloro_5,Chloro_check,Chloro_avg,Rootweight_g,Shootweight_g,Nod_lobe,Nod_unlobed,Nodule_Picker,Morphology,NOTES
022,O,ON,b,022_O_b,54,B,54-B,2.563386448,25.8,23.5,30.6,5.2,8.3,5.81,18.68,0.109,0.205,8,17,EMB,R,
022,O,ON,c,022_O_c,76,I,76-I,1.362167628,4.5,17.3,28.2,3.8,35.9,10.05,17.94,0.075,0.183,8,19,EMB,R,
022,V,ON,c,022_V_c,81,J,81-J,2.319512957,8,6.8,8.9,23.1,7.7,5,10.9,0.054,0.19,16,40,MAG,R,
022,S,ON,c,022_S_c,92,H,92-H,7.512266885,23.3,18.6,35.4,24,30.6,2.01,26.38,0.528,0.703,17,10,ELP,R,
022,V,ON,d,022_V_d,110,C,110-C,4.122241593,4.5,8.6,11.1,14.4,28.6,1.81,13.44,0.302,0.52,20,54,ELP,R,
022,S,ON,d,022_S_d,114,D,114-D,0,1.1,1,1,1,1.7,0,1.16,NA,NA,NA,NA,,R,DEAD
022,O,ON,d,022_O_d,122,B,122-B,2.258256448,43.9,28.2,33.5,21.4,22.7,2.84,29.94,0.205,0.358,9,12,ELP,R,
023,O,ON,a,023_O_a,7,C,7-C,2.351373667,NA,26.2,30.2,29.3,43.3,0.15,32.25,0.208,0.373,12,21,EMB,R,
023,S,ON,a,023_S_a,26,D,26-D,0,1,NA,1,1,0.9,0,0.975,NA,NA,NA,NA,NA,R,DEAD
023,V,ON,a,023_V_a,32,A,32-A,1.311153177,2.7,9,17.1,4.5,26.5,4.95,11.96,0.11,0.204,6,15,EMB,R,
023,S,ON,b,023_S_b,42,A,42-A,3.426448598,33.5,32.5,31.7,28.8,29.5,0.13,31.2,0.4,0.553,16,54,EMB,R,
023,V,ON,b,023_V_b,45,B,45-B,4.608310879,7,34.4,19.2,18.9,33.8,6.34,22.66,0.268,0.365,23,22,JEH,R,
023,O,ON,b,023_O_b,46,D,46-D,4.183595606,32.2,17.2,34.1,40.2,50.5,3.08,34.84,0.349,0.458,14,27,EMB,R,
023,V,ON,c,023_V_c,75,H,75-H,3.345731707,2.1,7.3,4.5,7.2,37.4,1.17,11.7,0.289,0.493,16,15,JUS,R,
023,S,ON,c,023_S_c,77,I,77-I,1.331266138,1.9,27.8,20.3,20.7,27.1,6.93,19.56,0.133,0.252,6,20,LTB,R,
023,O,ON,c,023_O_c,78,G,78-G,3.397846833,16.6,8.2,80.1,34.7,39.5,29.52,35.82,0.271,0.332,15,27,EMB,R,
023,S,ON,d,023_S_d,119,F,119-F,4.687228459,55.2,23.6,33.1,11.6,55.9,11.02,35.88,0.507,0.376,11,5,ELP,R,
023,O,ON,d,023_O_d,135,C,135-C,5.347629059,35.8,2.1,39.7,14.3,48.5,13.86,28.08,0.493,0.594,16,19,SVG,R,
023,V,ON,d,023_V_d,142,C,142-C,3.176559227,33.8,24.9,38.7,26.5,10.1,1.34,26.8,0.294,0.461,13,12,LTB,R,
024,O,ON,a,024_O_a,24,C,24-C,3.143293357,23.8,33.3,38.6,51.2,37.6,3.56,36.9,0.247,0.395,24,30,LTB,R,
024,V,ON,a,024_V_a,27,I,27-I,3.905591903,26.4,NA,3.9,17.6,6.2,8.05,13.525,0.278,0.502,21,14,MAG,R,
024,S,ON,a,024_S_a,32,H,32-H,5.998618643,20.7,39,18.1,52.1,24.9,7.93,30.96,0.596,0.682,13,37,EMB,R,
024,S,ON,b,024_S_b,49,E,49-E,2.507967136,1.2,27.7,18.4,11.2,13.3,8.6,14.36,0.257,0.32,2,2,ELP,R,
024,V,ON,b,024_V_b,67,H,67-H,3.488955131,7.2,42,NA,8.3,43.3,20.42,25.2,0.376,0.527,12,15,EMB,R,
024,O,ON,b,024_O_b,71,A,71-A,2.789277783,4.9,19.1,41.8,26.7,34.4,10.23,25.38,0.074,0.255,5,12,EMB,R,
024,V,ON,c,024_V_c,75,C,75-C,4.277743902,5.3,42.8,2.3,40.8,23,21.21,22.84,0.225,0.607,14,15,JUS,R,
024,S,ON,c,024_S_c,81,C,81-C,4.602193256,35.3,44.7,46.4,42.7,48.6,0.57,43.54,0.606,0.725,13,65,MAG,R,
024,O,ON,c,024_O_c,96,D,96-D,3.452148466,24.5,45.2,60.5,7.8,23.8,15.49,32.36,0.22,0.407,8,19,EMB,R,
024,O,ON,d,024_O_d,109,J,109-J,1.6766595,26.5,,30.8,27.6,37.9,0.18,30.7,0.179,0.255,11,28,ELP,R,
024,S,ON,d,024_S_d,122,D,122-D,0,1.1,1,1,0.9,1,0.01,1,NA,NA,NA,NA,,R,DEAD
024,V,ON,d,024_V_d,132,B,132-B,3.158372212,33.9,23.7,28.6,30,29.6,0.61,29.16,0.285,0.438,7,11,SVG,R,
025,V,ON,a,025_V_a,19,J,19-J,3.847110228,25.9,26.8,18.9,22.9,19.5,0.54,22.8,0.267,0.366,8,25,EMB,R,
025,O,ON,a,025_O_a,26,J,26-J,2.573804562,12.6,NA,34.9,37.6,41.7,6.64,31.7,0.247,0.31,21,30,MAG,R,
025,S,ON,a,025_S_a,33,J,33-J,0,1,1,1,0.9,0.9,0,0.96,NA,NA,NA,NA,NA,R,DEAD
025,S,ON,b,025_S_b,52,E,52-E,4.116364586,34.9,37.8,27.2,44,36.5,1.35,36.08,0.264,0.645,14,25,EMB,R,
025,O,ON,b,025_O_b,53,B,53-B,2.405538462,14.7,8.7,42.4,37.9,47,10.77,30.14,0.148,0.241,15,28,EMB,R,
025,V,ON,b,025_V_b,65,G,65-G,3.417732162,34.7,9.7,NA,34.5,41.2,7.86,30.025,0.23,0.385,20,12,EMB,R,
025,V,ON,c,025_V_c,98,B,98-B,1.68559743,1.9,26.7,9.8,17.7,34.4,8.06,18.1,0.112,0.245,13,28,EMB,R,
025,S,ON,c,025_S_c,103,F,103-F,1.870489316,19.9,16,20.2,14.5,19.8,0.46,18.08,0.11,0.178,25,33,MAG,R,
025,O,ON,c,025_O_c,106,F,106-F,3.614487978,9.2,30.8,49.1,17,49,11.55,31.02,0.204,0.334,15,70,MAG,R,
025,S,ON,d,025_S_d,121,F,121-F,3.621362867,19.5,15.9,21.5,18.8,23,0.28,19.74,0.245,0.341,15,46,EMB,R,
025,O,ON,d,025_O_d,133,J,133-J,3.061962589,24.3,27.7,26.9,26.3,33.9,0.08,27.82,0.212,0.361,16,74,LTB,R,
025,V,ON,d,025_V_d,138,J,138-J,3.470471727,,11.2,,15.4,36.2,0.66,20.93333333,0.436,0.459,8,49,ELP,R,
026,O,ON,a,026_O_a,6,F,6-F,3.817134334,33.7,43.4,27.2,39.9,46.2,1.41,38.08,0.375,0.376,13,30,ELP,R,
026,V,ON,a,026_V_a,25,I,25-I,2.54377025,21.8,NA,22.4,27.1,29.8,0.35,25.275,0.164,0.341,8,15,EMB,R,
026,S,ON,a,026_S_a,26,A,26-A,0.854949002,21.4,NA,38.9,38.4,40.8,3.02,34.875,0.104,0.217,7,7,EMB,R,
026,O,ON,b,026_O_b,44,C,44-C,3.15418797,36.1,27.9,35.1,28.3,44.5,0.59,34.38,0.196,0.308,7,13,EMB,R,
026,S,ON,b,026_S_b,59,G,59-G,5.356162572,3.7,6.5,20,12.8,56.1,4.88,19.82,0.342,0.528,11,16,EMB,R,
026,V,ON,b,026_V_b,67,G,67-G,3.510596438,44.1,24.7,NA,34.1,40.5,2.74,35.85,0.204,0.48,13,13,EMB,R,
026,S,ON,c,026_S_c,77,E,77-E,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
026,O,ON,c,026_O_c,102,B,102-B,4.605798472,51.4,45.5,37.1,33,40.5,1.64,41.5,0.498,0.621,7,2,MAG,R,
026,V,ON,c,026_V_c,108,E,108-E,3.251314311,39.7,46.5,9,15.4,39.9,12.04,30.1,0.381,0.571,19,6,SVG,R,
026,O,ON,d,026_O_d,116,F,116-F,4.169152666,14.3,30.1,22.2,29.2,35.2,2.25,26.2,0.175,0.299,15,4,EMB,R,
026,V,ON,d,026_V_d,127,J,127-J,3.790814086,43.3,62.1,54,50.9,51,1.15,52.26,0.415,0.461,20,11,ELP,R,
026,S,ON,d,026_S_d,137,H,137-H,5.481225432,,21.4,56.9,27.6,56.5,10.18,40.6,0.455,0.483,16,29,LTB,R,
028,V,ON,a,028_V_a,3,I,3-I,0.679586484,9.8,21.6,19.6,16.8,28,1.57,19.16,0.108,0.205,9,14,EMB,R,
028,O,ON,a,028_O_a,7,J,7-J,2.514613948,15.5,12.1,4.8,32.4,34.2,8.43,19.8,0.177,0.426,17,25,EMB,R,
028,S,ON,a,028_S_a,29,G,29-G,2.768374858,13.5,6.3,22.5,26.3,30.9,4.73,19.9,0.129,0.293,9,39,LTB,R,
028,V,ON,b,028_V_b,66,E,66-E,1.812098532,4.8,3.2,NA,2.7,9.9,0.34,5.15,0.13,0.294,5,44,EMB,R,
028,O,ON,b,028_O_b,67,A,67-A,0.887293605,1.4,1.9,NA,4.9,5.8,1.31,3.5,0.001,0.039,4,26,EMB,R,
028,S,ON,b,028_S_b,70,H,70-H,5.679926558,15.9,35.9,33.5,33,42.6,2.86,32.18,0.29,0.533,15,28,EMB,R,
028,S,ON,c,028_S_c,74,D,74-D,4.734098787,47.2,48.6,55.3,5.2,34.9,13.37,38.24,0.331,0.51,32,27,LTB,R,
028,V,ON,c,028_V_c,85,C,85-C,3.18911389,20.3,19,2.3,10,10.3,5.5,12.38,0.242,0.413,30,23,MAG,R,
028,O,ON,c,028_O_c,102,C,102-C,3.567754466,22,12.1,20.8,30.3,37.1,2.6,24.46,0.12,0.26,9,53,MAG,R,
028,S,ON,d,028_S_d,128,D,128-D,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
028,O,ON,d,028_O_d,130,I,130-I,1.92300885,44.7,7.8,9.5,1.8,8.9,23.72,14.54,0.238,0.314,4,39,SVG,R,
028,V,ON,d,028_V_d,137,A,137-A,3.844406685,,29.8,24.2,38.5,34.2,1.68,31.675,0.252,0.299,8,74,LTB,R,
029,S,ON,a,029_S_a,21,C,21-C,5.443659197,1.6,5.1,4.6,8.7,4.7,1.69,4.94,0.387,0.482,6,69,MAG,R,
029,V,ON,a,029_V_a,33,B,33-B,0,3.3,3.3,18.1,4,12,7.41,8.14,0.008,0.101,9,12,EMB,R,
029,O,ON,a,029_O_a,33,E,33-E,1.232251792,6.8,14.2,17.9,20,21.8,2.29,16.14,0.128,0.219,14,50,EMB,R,
029,V,ON,b,029_V_b,38,C,38-C,1.922692613,33.3,32.9,19,35,12.8,1.83,26.6,0.166,0.259,9,18,EMB,R,
029,S,ON,b,029_S_b,42,H,42-H,2.177633241,24.1,21.6,18.1,47.9,34.9,6.57,29.32,0.245,0.272,17,38,EMB,R,
029,O,ON,b,029_O_b,62,A,62-A,1.064248168,7.4,1.7,23.1,2.9,20.6,11.08,11.14,0.039,0.104,5,42,EMB,R,
029,O,ON,c,029_O_c,97,B,97-B,2.783946588,27.6,26.4,30.6,30.3,16.3,0.15,26.24,0.192,0.412,18,40,MAG,R,
029,S,ON,c,029_S_c,100,H,100-H,5.308505041,1.9,15.1,25.2,18.8,23.4,6.34,16.88,0.629,0.516,12,38,SVG,R,
029,V,ON,c,029_V_c,101,A,101-A,2.336419287,19.6,NA,14.4,20.9,20.6,0.65,18.875,0.109,0.223,11,42,MAG,R,
029,V,ON,d,029_V_d,110,E,110-E,2.4716111,8.3,37.1,37.3,23.9,32.6,7.09,27.84,0.17,0.309,6,19,EMB,R,
029,S,ON,d,029_S_d,110,F,110-F,0,1.1,1,1,1,1,0,1.02,,NA,NA,NA,NA,R,DEAD
029,O,ON,d,029_O_d,125,F,125-F,2.545952501,25.4,8.3,45.6,4.8,39.5,16.62,24.72,0.152,0.315,6,45,EMB,R,
030,S,ON,a,030_S_a,11,I,11-I,2.346058091,NA,34.5,56.9,42.4,44.8,2.89,44.65,0.314,0.506,6,35,ELP,R,
030,O,ON,a,030_O_a,14,J,14-J,2.751505311,31.5,30.2,39,27.8,37.7,0.73,33.24,0.321,0.377,17,33,LTB,R,
030,V,ON,a,030_V_a,30,B,30-B,2.291200313,2,4.6,11.3,27.7,28.5,11.7,14.82,0.099,0.23,9,8,EMB,R,
030,V,ON,b,030_V_b,37,D,37-D,3.647495809,10.9,57.1,3.6,34.1,48.8,22.22,30.9,0.308,0.543,16,14,EMB,R,
030,O,ON,b,030_O_b,39,F,39-F,1.734156674,16.6,26.1,30.3,16.2,36.5,2.21,25.14,0.26,0.328,10,7,EMB,R,
030,S,ON,b,030_S_b,71,J,71-J,8.6453871,3.6,9.7,26.1,27.8,40.1,8.57,21.46,0.559,0.759,13,26,EMB,R,
030,S,ON,c,030_S_c,82,A,82-A,3.980002971,41.4,29.4,58.2,52.4,48.9,3.56,46.06,0.395,0.499,14,79,MAG,R,
030,O,ON,c,030_O_c,90,C,90-C,2.358993066,7.9,27.1,30.9,29.6,33.3,4.85,25.76,0.165,0.348,26,41,LTB,R,
030,V,ON,c,030_V_c,106,J,106-J,3.234163106,33.9,27.5,30.8,17.3,24.9,1.9,26.88,0.272,0.452,22,31,MAG,R,
030,S,ON,d,030_S_d,129,C,129-C,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
030,V,ON,d,030_V_d,141,F,141-F,1.611075949,22,20,15,13,20.6,1.01,18.12,0.105,0.223,6,2,SVG,R,
030,O,ON,d,030_O_d,144,I,144-I,3.567543384,41.9,4.2,39.2,5.6,49.5,18.71,28.08,0.394,0.409,10,17,MAG,R,
031,O,SN,a,031_O_a,2,F,2-F,3.90748535,43.7,41.2,15.6,5.6,55,13.42,32.22,0.335,0.529,18,12,ELP,R,
031,S,SN,a,031_S_a,3,C,3-C,5.214519364,24,22.3,20.5,34.6,25.9,1.58,25.46,0.595,0.51,11,60,GMF,R,
031,V,SN,a,031_V_a,19,A,19-A,1.446742711,3.6,15.2,11,7,17.5,2.73,10.86,0.069,0.165,9,5,EMB,R,
031,V,SN,b,031_V_b,39,C,39-C,1.84275867,30.1,10.8,32.9,31.3,42.8,4.1,29.58,0.228,0.391,13,33,EMB,R,
031,S,SN,b,031_S_b,40,F,40-F,0.407190488,14.4,26.2,44.3,21.8,48.1,6.06,30.96,0.144,0.267,8,33,EMB,R,
031,O,SN,b,031_O_b,66,F,66-F,2.136535387,31,28.3,NA,21.4,16.3,0.91,24.25,0.139,0.29,19,15,EMB,R,
031,V,SN,c,031_V_c,87,D,87-D,3.806735472,13.2,39.7,29.2,22.8,39.5,4.73,28.88,0.229,0.408,20,10,MAG,R,
031,O,SN,c,031_O_c,88,J,88-J,1.863148279,2.4,,33.9,11.9,36,16.25,21.05,0.087,0.191,15,23,MAG,R,
031,S,SN,c,031_S_c,97,A,97-A,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
031,V,SN,d,031_V_d,121,H,121-H,2.270586504,37.6,11.6,10.9,2.1,3.1,15.1,13.06,0.278,0.32,8,35,ELP,R,
031,S,SN,d,031_S_d,144,G,144-G,6.195553145,32.3,40,47.9,39.1,42.1,1.02,40.28,0.659,0.63,21,87,MAG,R,
031,O,SN,d,031_O_d,144,H,144-H,3.187255965,39.5,38.2,48.4,45.9,50.4,0.56,44.48,0.38,0.515,16,14,MAG,R,
032,S,SN,a,032_S_a,6,C,6-C,5.187647991,27.4,30.6,2.3,33.3,38.8,8.7,26.48,0.418,0.764,32,55,ELP,R,
032,O,SN,a,032_O_a,7,B,7-B,3.503867892,25.3,27.1,31.1,28.5,35.4,0.21,29.48,0.218,0.371,32,56,EMB,R,
032,V,SN,a,032_V_a,35,D,35-D,1.359274036,1.6,NA,12.9,28.3,35.9,12.59,19.675,0.045,0.137,1,51,EMB,R,
032,V,SN,b,032_V_b,52,I,52-I,3.607346908,18.2,38.8,4.7,10.8,34.1,12.16,21.32,0.114,0.413,19,59,EMB,R,
032,O,SN,b,032_O_b,60,J,60-J,4.565642185,30.6,28.1,10.3,33.6,33.4,4.28,27.2,0.349,0.479,26,20,EMB,R,
032,S,SN,b,032_S_b,64,G,64-G,3.360146003,34,33.3,6.4,42.3,54.4,8.4,34.08,0.334,0.725,15,79,EMB,R,
032,O,SN,c,032_O_c,86,C,86-C,4.79882199,21.5,59.1,24.3,24.3,37.5,9.94,33.34,0.546,0.718,18,25,MAG,R,
032,S,SN,c,032_S_c,87,J,87-J,2.480812206,2.3,30.2,33,12.2,34.1,11.08,22.36,0.135,0.323,36,120,MAG,R,
032,V,SN,c,032_V_c,91,I,91-I,2.054845726,32.7,1,23.5,13.4,24.5,10.5,19.02,0.153,0.385,8,12,SVG,R,
032,S,SN,d,032_S_d,112,A,112-A,0,1.1,1,0.9,1,0.9,0.01,0.98,,NA,NA,NA,NA,R,DEAD
032,V,SN,d,032_V_d,115,H,115-H,3.779631292,29.1,32.6,26.7,24.2,29.9,0.45,28.5,0.24,0.653,13,22,EMB,R,
032,O,SN,d,032_O_d,131,F,131-F,2.618708613,41.7,37.9,35.2,37.1,44,0.2,39.18,0.256,0.468,17,57,ELP,R,
033,V,SN,a,033_V_a,4,E,4-E,0.295214263,16.5,16.1,17.7,18.5,26,0.07,18.96,0.11,0.312,15,28,AS,R,
033,O,SN,a,033_O_a,10,H,10-H,2.170339977,4.4,26.6,33.3,28.5,34.6,7.11,25.48,0.176,0.256,17,70,ELP,R,
033,S,SN,a,033_S_a,12,J,12-J,2.399242355,2.4,3.2,22.3,23.8,28.4,10.61,16.02,0.268,0.385,12,13,ELP,R,
033,S,SN,b,033_S_b,53,E,53-E,2.276307692,38.4,40.4,39,24.6,39,1.53,36.28,0.188,0.358,1,83,EMB,R,
033,V,SN,b,033_V_b,54,G,54-G,1.752025778,2.1,30.7,29.2,37,8,9.67,21.4,0.109,0.305,2,51,EMB,R,
033,O,SN,b,033_O_b,58,G,58-G,4.669007066,33.6,36.2,42.1,19.7,29.5,2.74,32.22,0.341,0.643,18,68,EMB,R,
033,V,SN,c,033_V_c,75,D,75-D,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
033,S,SN,c,033_S_c,82,G,82-G,3.19263111,24.6,18.9,27.6,25.1,31.3,0.56,25.5,0.202,0.464,24,104,MAG,R,
033,O,SN,c,033_O_c,98,E,98-E,1.748392438,14.9,26.5,33.6,38.6,27.1,3.72,28.14,0.103,0.283,8,21,EMB,R,
033,O,SN,d,033_O_d,133,D,133-D,3.517378187,22.7,24.3,33.3,3.3,35.3,7.63,23.78,0.195,0.549,46,26,LTB,R,
033,S,SN,d,033_S_d,136,D,136-D,0,1.1,1,1,1,1,0,1.02,NA,NA,NA,NA,,R,DEAD
033,V,SN,d,033_V_d,144,A,144-A,1.147125813,5.4,3,24.1,16.9,20.6,7.95,14,0.202,0.345,21,41,MAG,R,
034,O,SN,a,034_O_a,2,C,2-C,2.973394973,17.2,21.3,23,25,36.4,0.51,24.58,0.236,0.531,18,37,ELP,R,
034,V,SN,a,034_V_a,28,E,28-E,4.554098361,29.8,NA,6.8,2.6,34.3,16.41,18.375,0.424,0.636,20,27,EMB,R,
034,S,SN,a,034_S_a,36,E,36-E,3.684090327,1,30.5,39,34.3,24.4,11.23,25.84,0.256,0.404,18,11,EMB,R,
034,O,SN,b,034_O_b,46,H,46-H,2.501531394,20.4,34.5,30.5,31.7,44.7,1.29,32.36,0.249,0.392,17,6,EMB,R,
034,V,SN,b,034_V_b,50,F,50-F,2.882285068,34.4,6.7,22,20.2,9.7,6.17,18.6,0.18,0.401,13,4,EMB,R,
034,S,SN,b,034_S_b,56,C,56-C,3.712868486,25.2,31,47.1,51.7,44.6,4.14,39.92,0.403,0.574,26,21,EMB,R,
034,V,SN,c,034_V_c,98,F,98-F,2.570109972,47.3,2.7,47.3,6,21.2,23.88,24.9,0.392,0.551,10,46,EMB,R,
034,O,SN,c,034_O_c,100,A,100-A,2.852825028,37.2,28.5,40.6,28.1,25.9,1.17,32.06,0.423,0.561,15,13,SVG,R,
034,S,SN,c,034_S_c,103,J,103-J,5.914815767,4.7,3.9,46.4,5.4,16,28.86,15.28,0.459,0.753,17,26,MAG,R,
034,V,SN,d,034_V_d,109,C,109-C,4.666326825,14.6,43.3,40.4,39.1,40.8,5.14,35.64,0.384,0.621,19,27,ELP,R,
034,O,SN,d,034_O_d,113,D,113-D,2.994227652,21.1,31.4,36.5,32.2,38.9,1.41,32.02,0.269,0.469,20,50,ELP,R,
034,S,SN,d,034_S_d,140,H,140-H,0,1.1,1,1,30.4,37.7,25.74,14.24,NA,NA,NA,NA,,R,DEAD
035,O,SN,a,035_O_a,7,E,7-E,2.602924264,10.1,23.7,28.6,26.3,36,3.1,24.94,0.344,0.495,23,60,EMB,R,
035,V,SN,a,035_V_a,11,G,11-G,3.792033195,22.3,12.9,24.6,22.9,28.1,1.35,22.16,0.323,0.391,20,22,ELP,R,
035,S,SN,a,035_S_a,23,H,23-H,5.1942848,6.4,31.9,19.2,25.8,28.7,5.73,22.4,0.404,0.653,15,33,EMB,R,
035,S,SN,b,035_S_b,41,J,41-J,4.012172088,12.8,31.6,29.9,5.4,41.3,8.32,24.2,0.193,0.522,16,72,EMB,R,
035,V,SN,b,035_V_b,42,C,42-C,3.131207376,31.9,14.1,33.8,32.1,36.4,3.08,29.66,0.145,0.387,13,60,EMB,R,
035,O,SN,b,035_O_b,44,F,44-F,1.275503759,27.6,28.8,25.5,29.7,34,0.12,29.12,0.106,0.26,11,30,EMB,R,
035,V,SN,c,035_V_c,78,C,78-C,3.290129143,38.1,15.9,33.5,33.5,38.7,3.18,31.94,0.286,0.455,7,73,EMB,R,
035,O,SN,c,035_O_c,80,D,80-D,5.42695859,31.3,34.2,36.3,42.2,38.6,0.59,36.52,0.438,0.709,7,74,EMB,R,
035,S,SN,c,035_S_c,89,G,89-G,1.878767786,27.5,4.7,13.8,10,11.6,6.78,13.52,0.142,0.227,5,93,ELP,R,
035,S,SN,d,035_S_d,109,F,109-F,0,1.1,1,0.9,1,1,0.01,1,,NA,NA,NA,NA,R,DEAD
035,V,SN,d,035_V_d,125,D,125-D,4.056465387,6.8,23.8,10.8,23,30.6,4.59,19,0.251,0.381,12,9,EMB,R,
035,O,SN,d,035_O_d,135,B,135-B,3.399268084,26.6,30.2,31.1,34.3,37.6,0.33,31.96,0.258,0.523,9,63,SVG,R,
037,V,SN,a,037_V_a,2,D,2-D,1.2772835,15.2,33.9,37.1,41.9,30.2,4.27,31.66,0.109,0.27,9,28,ELP,R,
037,S,SN,a,037_S_a,8,B,8-B,4.153937064,15.5,48,43.2,50.4,44.7,6.62,40.36,0.45,0.597,14,44,EMB,R,
037,O,SN,a,037_O_a,35,C,35-C,4.036173042,20,NA,24.5,32.2,40.8,1.49,29.375,0.266,0.49,19,39,EMB,R,
037,S,SN,b,037_S_b,41,G,41-G,4.758559436,24.8,30.2,26.3,33.3,47.4,0.52,32.4,0.372,NA,20,31,EMB,R,Shoots envelope not found
037,O,SN,b,037_O_b,47,A,47-A,2.387350946,12.3,22.6,34,36,48.2,4.61,30.62,0.169,0.267,41,42,ELP,R,
037,V,SN,b,037_V_b,60,I,60-I,5.27113371,29.5,24,26.9,11,29.3,2.95,24.14,0.276,0.783,17,51,EMB,R,
037,S,SN,c,037_S_c,84,J,84-J,0,1.1,NA,1,1,0.9,0,1,NA,NA,NA,NA,NA,R,DEAD - No root or shoot envelope found
037,V,SN,c,037_V_c,96,E,96-E,2.510001482,17.1,6.5,32.8,12.6,37.1,7.32,21.22,0.399,0.535,13,37,SVG,R,
037,O,SN,c,037_O_c,98,C,98-C,6.536960336,41,40.4,56.7,28,4.4,3.33,34.1,0.47,0.556,16,12,EMB,R,
037,V,SN,d,037_V_d,135,H,135-H,5.365529861,34.6,37.3,25,31.1,33.6,0.88,32.32,0.546,0.838,20,29,SVG,R,
037,O,SN,d,037_O_d,136,H,136-H,6.580996823,38.9,33.6,36.8,35.9,46.7,0.13,38.38,0.529,0.579,13,48,MAG,R,
037,S,SN,d,037_S_d,139,H,139-H,1.777708713,27,30.4,34.5,37.8,46.7,0.69,35.28,0.197,0.362,15,62,MAG,R,
038,V,SN,a,038_V_a,5,J,5-J,1.942292787,0.9,15.3,13.7,10.6,14.1,4.11,10.92,0.148,0.355,24,36,EMB,R,
038,O,SN,a,038_O_a,10,I,10-I,2.008983001,3.3,20.2,26.3,31.4,36.8,7.36,23.6,0.182,0.311,14,15,ELP,R,
038,S,SN,a,038_S_a,15,J,15-J,3.941444498,24.4,41.9,13.3,50.1,61.2,8.56,38.18,0.256,0.517,42,29,LTB,R,
038,O,SN,b,038_O_b,50,A,50-A,1.176384472,7,7,18.3,18.9,23.5,3.51,14.94,0.075,0.176,7,15,EMB,R,
038,V,SN,b,038_V_b,50,C,50-C,3.116989513,47.3,31.5,20.3,26.7,27.8,4.22,30.72,0.267,0.524,15,29,EMB,R,
038,S,SN,b,038_S_b,64,E,64-E,5.282248449,34.5,35.2,5.6,20.1,32.4,8.24,25.56,0.471,0.713,10,13,EMB,R,
038,S,SN,c,038_S_c,80,I,80-I,4.550539407,19.3,15.5,27,21.9,14.2,1.11,19.58,0.186,0.493,22,27,EMB,R,
038,O,SN,c,038_O_c,98,G,98-G,5.839935747,41.2,49.4,60.1,39.8,58.2,1.83,49.74,0.339,0.509,9,26,EMB,R,
038,V,SN,c,038_V_c,108,B,108-B,4.674897027,32.2,35,40.4,39.6,39.5,0.41,37.34,0.416,0.575,18,29,SVG,R,
038,V,SN,d,038_V_d,114,H,114-H,5.074736239,25.1,27.9,32.8,33,35.4,0.5,30.84,0.498,0.657,20,11,ELP,R,
038,S,SN,d,038_S_d,117,I,117-I,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,
038,O,SN,d,038_O_d,142,A,142-A,2.795408769,45.2,33.1,42.1,44.4,47.7,0.75,42.5,0.261,0.448,21,28,LTB,R,
039,V,SN,a,039_V_a,5,G,5-G,3.643160395,34.9,38.9,25.4,30.4,21,1.04,30.12,0.308,0.486,11,19,EMB,R,
039,O,SN,a,039_O_a,10,A,10-A,3.624325909,3.1,3.9,31,32.7,41.3,15.19,22.4,0.429,0.604,26,17,ELP,R,
039,S,SN,a,039_S_a,27,H,27-H,4.075231661,33.1,NA,38.9,26.1,16.1,1.26,28.55,0.369,0.47,20,3,EMB,R,
039,O,SN,b,039_O_b,39,G,39-G,4.262411144,7.3,33.3,20,26.9,8.2,5.66,19.14,0.267,0.4,13,47,EMB,R,
039,S,SN,b,039_S_b,65,A,65-A,2.299568247,4.1,26.3,NA,36.7,24.6,12.4,22.925,0.161,0.291,9,17,EMB,R,
039,V,SN,b,039_V_b,70,C,70-C,1.543215201,45.3,44.6,49.7,43.1,4.2,0.18,37.38,0.164,0.444,10,18,EMB,R,
039,S,SN,c,039_S_c,81,E,81-E,5.399289728,41.9,26.3,21.3,32.1,30.6,2.57,30.44,0.723,0.714,21,75,MAG,R,
039,V,SN,c,039_V_c,88,E,88-E,5.873294195,17,,38.4,9.7,34.6,10.25,24.925,0.467,0.396,17,10,MAG,R,
039,O,SN,c,039_O_c,105,I,105-I,0,1.1,1,1,1,0.9,0,1,0,0.001,1,0,MAG,R,"I SAW 1 VERY TINY NODULE WITH TWO LOBES; Very small shoot, I think its likely less than 0.001 grams"
039,S,SN,d,039_S_d,117,B,117-B,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,
039,V,SN,d,039_V_d,117,E,117-E,4.275140568,2.4,31.9,6.8,21,19.4,11.73,16.3,0.479,0.652,36,54,MAG,R,
